timestamp,status,card_present_flag,account,first_name,age,gender,txn_description,balance,amount,geometry,X,Y,merch_suburb,merch_state,merch_geometry,merch_X,merch_Y,distance,country,card_present_bool
218-8-1 7:2:48+:,authorized,1,19337542,Jeffrey,3,M,POS,2.85,1.79,153.5 -27.61,-27.61,153.5,Mount Ommaney,QLD,152.94 -27.55,-27.55,152.94,12.74,Australia,TRUE
218-8-1 8::+:,posted,,214856841,Patrick,46,M,INTER BANK,26514.83,22,144.99 -37.9,-37.9,144.99,,,,,,,Australia,FALSE
218-8-1 8::+:,posted,,4163822186,Karen,26,F,PAYMENT,3117.94,55,149.3 -34.97,-34.97,149.3,,,,,,,Australia,FALSE
218-8-1 8::+:,posted,,3954677887,Ruth,47,F,PAYMENT,38.31,58,115.72 -32.28,-32.28,115.72,,,,,,,Australia,FALSE
218-8-1 8::11+:,authorized,1,425852723,Kimberly,24,F,POS,78.28,7.37,145.45 -37.74,-37.74,145.45,Brunswick,VIC,144.96 -37.78,-37.78,144.96,43.35,Australia,TRUE
218-8-1 8:9:42+:,authorized,1,159845171,Diana,26,F,POS,3.85,14.1,153.41 -27.95,-27.95,153.41,Byron Bay,NSW,153.6 -28.63,-28.63,153.6,77.95,Australia,TRUE
218-8-1 8:19:14+:,authorized,,289243754,Joseph,37,M,POS,275.93,24.77,153.32 -27.93,-27.93,153.32,Lismore,NSW,153.28 -28.81,-28.81,153.28,98.4,Australia,FALSE
218-8-1 8:28:45+:,authorized,1,348141842,Tiffany,25,F,SALES-POS,259.37,13.67,115.74 -31.72,-31.72,115.74,Fremantle,WA,115.76 -32.6,-32.6,115.76,37.9,Australia,TRUE
218-8-1 8:47:48+:,authorized,,2615387,Emily,43,F,POS,3583.15,12.8,145.35 -38.3,-38.3,145.35,Mordialloc,VIC,145.9 -38.1,-38.1,145.9,22.91,Australia,FALSE
218-8-1 8:57:2+:,authorized,1,96614392,Joseph,21,M,POS,793.64,72.12,147.8 -37.97,-37.97,147.8,Chatswood,NSW,151.18 -33.8,-33.8,151.18,593.33,Australia,TRUE
218-8-1 9::+:,posted,,35416658,Christine,39,F,INTER BANK,4474.38,25,151.4 -33.8,-33.8,151.4,,,,,,,Australia,FALSE
218-8-1 9::+:,posted,,1443681913,Ryan,31,M,PAYMENT,586.2,36,15.92 -33.77,-33.77,15.92,,,,,,,Australia,FALSE
218-8-1 9:2:54+:,authorized,1,17117148,Michelle,19,F,SALES-POS,1636.91,17.96,15.82 -34.1,-34.1,15.82,Granville,NSW,151 -33.83,-33.83,151,26.4,Australia,TRUE
218-8-1 9:6:57+:,authorized,1,26736955,Richard,24,M,SALES-POS,11525.54,14.49,152.99 -27.49,-27.49,152.99,Pacific Paradise,QLD,153.8 -26.61,-26.61,153.8,98.37,Australia,TRUE
218-8-1 9:11:+:,authorized,,17117148,Michelle,19,F,SALES-POS,1625.34,11.57,15.82 -34.1,-34.1,15.82,Alexandria,NSW,151.19 -33.92,-33.92,151.19,35.6,Australia,FALSE
218-8-1 9:15:3+:,authorized,1,1375564,Rhonda,4,F,POS,272.1,45.12,153.1 -27.66,-27.66,153.1,North Lakes,QLD,152.99 -27.21,-27.21,152.99,51.26,Australia,TRUE
218-8-1 9:19:6+:,authorized,,348584958,Jessica,34,F,POS,12529.59,33.89,138.52 -35.1,-35.1,138.52,Findon,SA,138.53 -34.9,-34.9,138.53,12.28,Australia,FALSE
218-8-1 9:23:9+:,authorized,1,425852723,Kimberly,24,F,SALES-POS,698.61,9.67,145.45 -37.74,-37.74,145.45,Doncaster,VIC,145.13 -37.78,-37.78,145.13,28.51,Australia,TRUE
218-8-1 9:27:12+:,authorized,1,31725361,Ronald,25,M,POS,286.31,4.38,145.73 -17.3,-17.3,145.73,Smithfield,QLD,145.7 -16.81,-16.81,145.7,24.7,Australia,TRUE
218-8-1 9:39:21+:,authorized,1,19964813,Kaitlyn,21,F,POS,1689.89,28.49,114.62 -28.8,-28.8,114.62,Alstonville,NSW,153.44 -28.84,-28.84,153.44,3768.73,Australia,TRUE
218-8-1 9:43:24+:,authorized,1,19964813,Kaitlyn,21,F,POS,1675.46,14.43,114.62 -28.8,-28.8,114.62,Leonora,WA,121.33 -28.9,-28.9,121.33,654.25,Australia,TRUE
218-8-1 9:47:26+:,authorized,1,26736955,Richard,24,M,SALES-POS,11438.51,87.3,152.99 -27.49,-27.49,152.99,Greenslopes,QLD,153.5 -27.51,-27.51,153.5,6.33,Australia,TRUE
218-8-1 9:51:29+:,authorized,1,154431271,Lori,18,F,POS,38.42,36.28,153.9 -27.48,-27.48,153.9,Browns Plains,QLD,153.5 -27.66,-27.66,153.5,2.42,Australia,TRUE
218-8-1 9:55:32+:,authorized,,368967373,Virginia,2,F,POS,189.59,15.91,115.79 -31.79,-31.79,115.79,West Perth,WA,115.84 -31.95,-31.95,115.84,18.43,Australia,FALSE
218-8-1 9:59:35+:,authorized,1,72171294,Andrew,78,M,POS,49756.21,25.7,145.9 -37.82,-37.82,145.9,Preston,VIC,145.3 -37.74,-37.74,145.3,1.35,Australia,TRUE
218-8-1 1::+:,posted,,1375564,Rhonda,4,F,PAYMENT,24.1,32,153.1 -27.66,-27.66,153.1,,,,,,,Australia,FALSE
218-8-1 1::+:,posted,,179927998,Susan,2,F,INTER BANK,137.14,39,15.68 -33.79,-33.79,15.68,,,,,,,Australia,FALSE
218-8-1 1::+:,posted,,21768484,Richard,22,M,PAYMENT,292.77,34,145.3 -37.88,-37.88,145.3,,,,,,,Australia,FALSE
218-8-1 1::+:,posted,,21733992,Luis,27,M,PAYMENT,28.4,29,144.71 -37.58,-37.58,144.71,,,,,,,Australia,FALSE
218-8-1 1::+:,posted,,1243371644,Gregory,42,M,PAYMENT,754.2,15,15.9 -33.78,-33.78,15.9,,,,,,,Australia,FALSE
218-8-1 1::+:,posted,,96614392,Joseph,21,M,PAYMENT,763.64,3,147.8 -37.97,-37.97,147.8,,,,,,,Australia,FALSE
218-8-1 1:12:51+:,authorized,1,1683215619,Barry,38,M,SALES-POS,31.65,2.43,138.67 -34.86,-34.86,138.67,Bomaderry,NSW,15.6 -34.84,-34.84,15.6,189.21,Australia,TRUE
218-8-1 1:27:8+:,authorized,,291672282,Daniel,22,M,SALES-POS,129.8,31.62,255. -573.,-573,255,Sydney,NSW,151.21 -33.87,-33.87,151.21,1898.79,Australia,FALSE
218-8-1 1:41:25+:,authorized,1,1652235822,Renee,38,F,SALES-POS,18784.7,16.13,144.89 -37.81,-37.81,144.89,Doncaster,VIC,145.13 -37.78,-37.78,145.13,21.37,Australia,TRUE
218-8-1 1:55:42+:,authorized,1,2615387,Emily,43,F,POS,29645.42,937.73,145.35 -38.3,-38.3,145.35,Dandenong South,VIC,145.21 -38.3,-38.3,145.21,12.28,Australia,TRUE
218-8-1 11::+:,posted,,58856484,Isaiah,23,M,PAY/SALARY,8342.11,393.95,151.27 -33.76,-33.76,151.27,,,,,,,Australia,FALSE
218-8-1 11::+:,posted,,291672282,Daniel,22,M,PAYMENT,1195.8,95,255. -573.,-573,255,,,,,,,Australia,FALSE
218-8-1 11:4:45+:,authorized,1,62667573,Michael,4,M,POS,454.94,11.64,151.23 -33.96,-33.96,151.23,Margaret River,WA,115.7 -33.95,-33.95,115.7,3321.14,Australia,TRUE
218-8-1 11:11:33+:,authorized,1,414431115,Amy,43,F,POS,27.86,28,142.77 -37.6,-37.6,142.77,Robinvale,VIC,142.77 -34.58,-34.58,142.77,276.7,Australia,TRUE
218-8-1 11:18:22+:,authorized,1,1243371644,Gregory,42,M,POS,689.22,64.98,15.9 -33.78,-33.78,15.9,Chatswood,NSW,151.2 -33.79,-33.79,151.2,27.78,Australia,TRUE
218-8-1 11:25:1+:,authorized,1,62667573,Michael,4,M,SALES-POS,44.66,14.28,151.23 -33.96,-33.96,151.23,Chatswood,NSW,151.18 -33.8,-33.8,151.18,18.4,Australia,TRUE
218-8-1 11:31:58+:,authorized,1,2615387,Emily,43,F,SALES-POS,29143.75,51.67,145.35 -38.3,-38.3,145.35,Mossman Gorge,QLD,145.35 -16.47,-16.47,145.35,24.4,Australia,TRUE
218-8-1 11:38:46+:,authorized,1,1334819143,Christopher,33,M,POS,58154.74,17.97,145.13 -37.7,-37.7,145.13,Rockbank,VIC,144.63 -37.7,-37.7,144.63,44.4,Australia,TRUE
218-8-1 11:45:34+:,authorized,,425852723,Kimberly,24,F,POS,589.1,19.51,145.45 -37.74,-37.74,145.45,Sydney,NSW,151.21 -33.87,-33.87,151.21,675.3,Australia,FALSE
218-8-1 11:52:22+:,authorized,,31725361,Ronald,25,M,POS,258.92,27.39,145.73 -17.3,-17.3,145.73,Cobram,VIC,145.65 -35.92,-35.92,145.65,212.83,Australia,FALSE
218-8-1 11:59:11+:,authorized,1,354146373,Jeffrey,24,M,POS,119.58,27.39,145. -37.83,-37.83,145,Kilsyth,VIC,145.32 -37.8,-37.8,145.32,28.34,Australia,TRUE
218-8-1 12::+:,posted,,16554218,Marissa,23,F,PAY/SALARY,24.58,1626.48,145.1 -37.93,-37.93,145.1,,,,,,,Australia,FALSE
218-8-1 12::+:,posted,,4163822186,Karen,26,F,PAYMENT,371.94,46,149.3 -34.97,-34.97,149.3,,,,,,,Australia,FALSE
218-8-1 12::+:,posted,,182446574,Tonya,27,F,INTER BANK,15.8,57,116.6 -32.,-32,116.6,,,,,,,Australia,FALSE
218-8-1 12::+:,posted,,3326339947,Eric,22,M,PAY/SALARY,3158.51,983.36,151.18 -33.8,-33.8,151.18,,,,,,,Australia,FALSE
218-8-1 12::+:,posted,,387925879,Natasha,4,F,PAYMENT,186371.86,17,143.83 -37.66,-37.66,143.83,,,,,,,Australia,FALSE
218-8-1 12:15:26+:,authorized,1,224958692,Edward,19,M,POS,4172.16,3.28,115.98 -32.7,-32.7,115.98,Ceduna,SA,133.67 -32.11,-32.11,133.67,1666.49,Australia,TRUE
218-8-1 12:5:31+:,authorized,1,3827517394,Craig,28,M,POS,3163.44,33.45,151.12 -33.89,-33.89,151.12,Bass Hill,NSW,15.99 -33.9,-33.9,15.99,12.6,Australia,TRUE
218-8-1 13::+:,posted,,354146373,Jeffrey,24,M,PAY/SALARY,2517.66,148.8,145. -37.83,-37.83,145,,,,,,,Australia,FALSE
218-8-1 13::+:,posted,,31725361,Ronald,25,M,INTER BANK,232.92,26,145.73 -17.3,-17.3,145.73,,,,,,,Australia,FALSE
218-8-1 13::+:,posted,,2776252858,Kristin,43,F,PAY/SALARY,2271.79,168.4,144.95 -37.76,-37.76,144.95,,,,,,,Australia,FALSE
218-8-1 13:45:33+:,authorized,,2615387,Emily,43,F,POS,29128.11,15.64,145.35 -38.3,-38.3,145.35,Lara,VIC,144.4 -38.2,-38.2,144.4,83.31,Australia,FALSE
218-8-1 14::+:,posted,,159845171,Diana,26,F,PAY/SALARY,117.52,113.67,153.41 -27.95,-27.95,153.41,,,,,,,Australia,FALSE
218-8-1 14:1:55+:,authorized,1,179927998,Susan,2,F,POS,119.88,17.26,15.68 -33.79,-33.79,15.68,Minchinbury,NSW,15.83 -33.79,-33.79,15.83,13.88,Australia,TRUE
218-8-1 14:1:42+:,authorized,,425852723,Kimberly,24,F,SALES-POS,538.85,5.25,145.45 -37.74,-37.74,145.45,Melbourne,VIC,144.96 -37.81,-37.81,144.96,43.81,Australia,FALSE
218-8-1 14:19:28+:,authorized,1,958567,Sandra,34,F,POS,486.68,22.25,13.9 -12.37,-12.37,13.9,Stuart Park,NT,13.84 -12.44,-12.44,13.84,1.16,Australia,TRUE
218-8-1 14:28:14+:,authorized,1,1375564,Rhonda,4,F,SALES-POS,229.5,11.5,153.1 -27.66,-27.66,153.1,Port Macquarie,NSW,152.92 -31.43,-31.43,152.92,42.3,Australia,TRUE
218-8-1 14:37:1+:,authorized,1,17117148,Michelle,19,F,POS,169.16,16.18,15.82 -34.1,-34.1,15.82,Blacktown,NSW,15.91 -33.77,-33.77,15.91,27.98,Australia,TRUE
218-8-1 14:45:47+:,authorized,,62667573,Michael,4,M,SALES-POS,429.2,11.46,151.23 -33.96,-33.96,151.23,Brookvale,NSW,151.27 -33.77,-33.77,151.27,21.47,Australia,FALSE
218-8-1 15::+:,posted,,235712452,Debra,18,F,PAYMENT,86.91,36,138.61 -34.89,-34.89,138.61,,,,,,,Australia,FALSE
218-8-1 15::+:,posted,,38923874,Ryan,38,M,PAYMENT,28453.87,35,151.27 -33.9,-33.9,151.27,,,,,,,Australia,FALSE
218-8-1 15:2:21+:,authorized,,819621312,Michele,3,F,POS,86.3,5.29,145.4 -37.85,-37.85,145.4,Windsor,VIC,144.99 -37.86,-37.86,144.99,4.53,Australia,FALSE
218-8-1 15:8:34+:,authorized,1,17117148,Michelle,19,F,SALES-POS,162.58,6.58,15.82 -34.1,-34.1,15.82,Hurstville,NSW,151.1 -33.97,-33.97,151.1,26.22,Australia,TRUE
218-8-1 15:27:12+:,authorized,1,197388789,Antonio,26,M,SALES-POS,713.56,16.3,115.78 -31.9,-31.9,115.78,O'connor,WA,115.8 -32.7,-32.7,115.8,19.2,Australia,TRUE
218-8-1 15:33:24+:,authorized,1,151613869,Jessica,21,F,POS,143.4,32.41,13.84 -12.45,-12.45,13.84,Coconut Grove,NT,13.85 -12.4,-12.4,13.85,5.67,Australia,TRUE
218-8-1 15:39:37+:,authorized,1,96614392,Joseph,21,M,SALES-POS,75.75,12.89,147.8 -37.97,-37.97,147.8,Wheelers Hill,VIC,145.16 -37.91,-37.91,145.16,168.69,Australia,TRUE
218-8-1 15:45:5+:,authorized,1,197388789,Antonio,26,M,POS,697.46,16.1,115.78 -31.9,-31.9,115.78,Taree,NSW,152.46 -31.91,-31.91,152.46,3449.3,Australia,TRUE
218-8-1 15:52:2+:,authorized,1,1566392,Michael,22,M,SALES-POS,39595.8,39.92,145.3 -37.91,-37.91,145.3,Carlton North,VIC,144.98 -37.78,-37.78,144.98,15.12,Australia,TRUE
218-8-1 15:58:15+:,authorized,1,1279356312,Tyler,44,M,POS,182.64,8.1,144.79 -37.73,-37.73,144.79,Doncaster East,VIC,145.17 -37.76,-37.76,145.17,33.62,Australia,TRUE
218-8-1 16::+:,posted,,465652575,Lucas,21,M,PAYMENT,2335.35,55,115.81 -31.82,-31.82,115.81,,,,,,,Australia,FALSE
218-8-1 16::+:,posted,,348584958,Jessica,34,F,PAY/SALARY,16433.32,393.73,138.52 -35.1,-35.1,138.52,,,,,,,Australia,FALSE
218-8-1 16::+:,posted,,179927998,Susan,2,F,PAYMENT,8.6,35,15.68 -33.79,-33.79,15.68,,,,,,,Australia,FALSE
218-8-1 16::+:,posted,,197388789,Antonio,26,M,PAY/SALARY,1796.37,198.91,115.78 -31.9,-31.9,115.78,,,,,,,Australia,FALSE
218-8-1 16::+:,posted,,459612845,Jonathan,38,M,PAY/SALARY,5383.16,2647.38,13.98 -12.49,-12.49,13.98,,,,,,,Australia,FALSE
218-8-1 16:12:+:,authorized,1,168363396,Robert,2,M,POS,1691.91,13.52,151.22 -33.87,-33.87,151.22,Newtown,NSW,151.18 -33.9,-33.9,151.18,4.98,Australia,TRUE
218-8-1 16:28:4+:,authorized,,179927998,Susan,2,F,POS,43.6,76.82,15.68 -33.79,-33.79,15.68,Brookvale,NSW,151.27 -33.77,-33.77,151.27,54.64,Australia,FALSE
218-8-1 16:45:2+:,authorized,,387925879,Natasha,4,F,POS,186344.95,26.91,143.83 -37.66,-37.66,143.83,Ballarat,VIC,143.81 -37.55,-37.55,143.81,12.37,Australia,FALSE
218-8-1 17::+:,posted,,819621312,Michele,3,F,PAY/SALARY,1244.45,1158.15,145.4 -37.85,-37.85,145.4,,,,,,,Australia,FALSE
218-8-1 17::+:,posted,,292611728,Tyler,69,M,PAY/SALARY,1969.5,143.12,144.96 -37.76,-37.76,144.96,,,,,,,Australia,FALSE
218-8-1 17::+:,posted,,291672282,Daniel,22,M,PAYMENT,1162.8,33,255. -573.,-573,255,,,,,,,Australia,FALSE
218-8-1 17::+:,posted,,179927998,Susan,2,F,PAY/SALARY,143.55,1395.49,15.68 -33.79,-33.79,15.68,,,,,,,Australia,FALSE
218-8-1 17::+:,posted,,1349834573,Matthew,39,M,PAY/SALARY,794.77,371.14,145.17 -37.84,-37.84,145.17,,,,,,,Australia,FALSE
218-8-1 17::+:,posted,,4163822186,Karen,26,F,PAYMENT,321.94,5,149.3 -34.97,-34.97,149.3,,,,,,,Australia,FALSE
218-8-1 17::+:,posted,,958567,Sandra,34,F,PAYMENT,3.9,168,13.9 -12.37,-12.37,13.9,,,,,,,Australia,FALSE
218-8-1 17:1:7+:,authorized,,85493845,James,28,M,POS,6941.78,22.59,147.63 -22.84,-22.84,147.63,Junee,NSW,147.59 -34.86,-34.86,147.59,1338.6,Australia,FALSE
218-8-1 17:1:33+:,authorized,1,1279356312,Tyler,44,M,SALES-POS,167.36,15.28,144.79 -37.73,-37.73,144.79,Reservoir,VIC,145.1 -37.72,-37.72,145.1,19.4,Australia,TRUE
218-8-1 17:2:+:,authorized,1,574997646,Mackenzie,18,F,SALES-POS,189.55,5.62,15.79 -33.64,-33.64,15.79,Robertson,SA,139 -33.97,-33.97,139,19.58,Australia,TRUE
218-8-1 17:38:52+:,authorized,1,1443681913,Ryan,31,M,SALES-POS,492.41,93.79,15.92 -33.77,-33.77,15.92,Haymarket,NSW,151.21 -33.88,-33.88,151.21,29.48,Australia,TRUE
218-8-1 17:48:18+:,authorized,1,16554218,Marissa,23,F,SALES-POS,225.72,14.86,145.1 -37.93,-37.93,145.1,Croydon,VIC,145.28 -37.79,-37.79,145.28,28.39,Australia,TRUE
218-8-1 17:57:44+:,authorized,1,958567,Sandra,34,F,SALES-POS,468.9,18.59,13.9 -12.37,-12.37,13.9,Yarrawonga,NT,13.98 -12.47,-12.47,13.98,14.13,Australia,TRUE
218-8-1 18::+:,posted,,2153562714,Linda,24,F,PAYMENT,86.46,46,116. -31.88,-31.88,116,,,,,,,Australia,FALSE
218-8-1 18:19:29+:,authorized,1,159845171,Diana,26,F,POS,16.85,1.67,153.41 -27.95,-27.95,153.41,Bundall,QLD,153.41 -28.1,-28.1,153.41,6.68,Australia,TRUE
218-8-1 18:45:7+:,authorized,,9814749,Christopher,35,M,SALES-POS,622.68,19.58,151.68 -32.98,-32.98,151.68,Peterborough,SA,138.84 -32.97,-32.97,138.84,1198.34,Australia,FALSE
218-8-1 19::+:,posted,,1349834573,Matthew,39,M,PAYMENT,746.77,48,145.17 -37.84,-37.84,145.17,,,,,,,Australia,FALSE
218-8-1 19:4:9+:,authorized,1,96483923,Michael,21,M,SALES-POS,27984.9,26.75,146.92 -36.7,-36.7,146.92,Lavington,NSW,146.97 -36.4,-36.4,146.97,5.6,Australia,TRUE
218-8-1 19:14:3+:,authorized,1,8388494,Dustin,28,M,POS,823.53,9.21,144.97 -37.42,-37.42,144.97,Docklands,VIC,144.94 -37.82,-37.82,144.94,44.61,Australia,TRUE
218-8-1 19:23:57+:,authorized,1,348584958,Jessica,34,F,POS,16421.78,11.54,138.52 -35.1,-35.1,138.52,North Wagga Wagga,NSW,147.38 -35.1,-35.1,147.38,87.17,Australia,TRUE
218-8-1 19:33:51+:,authorized,,159845171,Diana,26,F,SALES-POS,995.57,11.28,153.41 -27.95,-27.95,153.41,Elanora,QLD,153.47 -28.13,-28.13,153.47,2.89,Australia,FALSE
218-8-1 19:43:45+:,authorized,1,96483923,Michael,21,M,SALES-POS,27953.53,31.37,146.92 -36.7,-36.7,146.92,North Ward,QLD,146.81 -19.25,-19.25,146.81,1872.41,Australia,TRUE
218-8-1 19:53:39+:,authorized,1,38813119,Richard,37,M,POS,445.4,23.86,149.19 -21.15,-21.15,149.19,Bucasia,QLD,149.16 -21.3,-21.3,149.16,13.72,Australia,TRUE
218-8-1 2::+:,posted,,2171593283,Fernando,19,M,PAYMENT,4331.5,17,146.94 -36.4,-36.4,146.94,,,,,,,Australia,FALSE
218-8-1 2::+:,posted,,16554218,Marissa,23,F,PAYMENT,1992.72,33,145.1 -37.93,-37.93,145.1,,,,,,,Australia,FALSE
218-8-1 2::+:,posted,,182446574,Tonya,27,F,INTER BANK,117.8,33,116.6 -32.,-32,116.6,,,,,,,Australia,FALSE
218-8-1 2::+:,posted,,4281711154,Eric,42,M,PHONE BANK,35322.36,36,144.98 -37.84,-37.84,144.98,,,,,,,Australia,FALSE
218-8-1 2:9:28+:,authorized,1,1375564,Rhonda,4,F,SALES-POS,1963.94,65.11,153.1 -27.66,-27.66,153.1,Brisbane Airport,QLD,153.12 -27.39,-27.39,153.12,3.12,Australia,TRUE
218-8-1 2:35:47+:,authorized,,85493845,James,28,M,SALES-POS,6924.65,17.13,147.63 -22.84,-22.84,147.63,Seven Mile Beach,TAS,147.5 -42.86,-42.86,147.5,2228.64,Australia,FALSE
218-8-1 21::+:,posted,,3536132544,Heather,41,F,INTER BANK,1679.94,43,144.93 -37.79,-37.79,144.93,,,,,,,Australia,FALSE
218-8-1 21:1:28+:,authorized,1,121763613,Kimberly,27,F,SALES-POS,34.97,7.29,147.61 -37.82,-37.82,147.61,Tullamarine,VIC,144.84 -37.67,-37.67,144.84,244.39,Australia,TRUE
218-8-1 21:19:59+:,authorized,1,3771436525,Derek,2,M,POS,614.93,27.82,145.4 -37.92,-37.92,145.4,Camberwell,VIC,145.6 -37.83,-37.83,145.6,1.17,Australia,TRUE
218-8-1 21:38:31+:,authorized,,159845171,Diana,26,F,POS,986.58,8.99,153.41 -27.95,-27.95,153.41,Elanora,QLD,153.47 -28.13,-28.13,153.47,2.89,Australia,FALSE
218-8-1 21:57:2+:,authorized,,1683215619,Barry,38,M,POS,279.86,21.79,138.67 -34.86,-34.86,138.67,Yass,NSW,148.91 -34.84,-34.84,148.91,935.6,Australia,FALSE
218-8-1 22::+:,posted,,17117148,Michelle,19,F,PAYMENT,1569.58,33,15.82 -34.1,-34.1,15.82,,,,,,,Australia,FALSE
218-8-1 22:25:27+:,authorized,1,159845171,Diana,26,F,POS,976.26,1.32,153.41 -27.95,-27.95,153.41,Labrador,QLD,153.41 -27.94,-27.94,153.41,1.11,Australia,TRUE
218-8-1 22:55:45+:,authorized,1,2897221629,Scott,23,M,POS,94.45,19.4,15.9 -34.37,-34.37,15.9,Yagoona,NSW,151.1 -33.91,-33.91,151.1,52.2,Australia,TRUE
218-8-1 23::+:,posted,,2988263882,Michael,44,M,PAYMENT,1884.41,157,145.18 -37.9,-37.9,145.18,,,,,,,Australia,FALSE
218-8-1 23::+:,posted,,197388789,Antonio,26,M,PAYMENT,1767.37,29,115.78 -31.9,-31.9,115.78,,,,,,,Australia,FALSE
218-8-1 23::+:,posted,,1349834573,Matthew,39,M,PAYMENT,714.77,32,145.17 -37.84,-37.84,145.17,,,,,,,Australia,FALSE
218-8-2 :5:27+:,authorized,1,96483923,Michael,21,M,SALES-POS,27923.6,3.47,146.92 -36.7,-36.7,146.92,Docklands,VIC,144.95 -37.82,-37.82,144.95,262.3,Australia,TRUE
218-8-2 :5:54+:,authorized,,368967373,Virginia,2,F,SALES-POS,174.43,15.16,115.79 -31.79,-31.79,115.79,Rockingham,WA,115.74 -32.29,-32.29,115.74,55.86,Australia,FALSE
218-8-2 1:15:5+:,authorized,1,1496451953,Ricky,43,M,POS,163.59,1.7,145.16 -37.84,-37.84,145.16,Taylors Lakes,VIC,144.78 -37.7,-37.7,144.78,36.89,Australia,TRUE
218-8-2 1:52:49+:,authorized,1,58856484,Isaiah,23,M,SALES-POS,836.12,35.99,151.27 -33.76,-33.76,151.27,Mortdale,NSW,151.6 -33.97,-33.97,151.6,3.39,Australia,TRUE
218-8-2 2::+:,posted,,1496451953,Ricky,43,M,INTER BANK,147.59,16,145.16 -37.84,-37.84,145.16,,,,,,,Australia,FALSE
218-8-2 2:16:45+:,authorized,1,3779441,Charles,18,M,SALES-POS,128.21,32.6,153.41 -28.1,-28.1,153.41,Arundel,QLD,153.38 -27.95,-27.95,153.38,7.3,Australia,TRUE
218-8-2 2:43:47+:,authorized,1,1334819143,Christopher,33,M,SALES-POS,58111.4,43.7,145.13 -37.7,-37.7,145.13,Box Hill South,VIC,145.12 -37.83,-37.83,145.12,14.5,Australia,TRUE
218-8-2 3::+:,posted,,1523339231,Tim,4,M,PAYMENT,5498.99,47,115.83 -31.9,-31.9,115.83,,,,,,,Australia,FALSE
218-8-2 3::+:,posted,,289243754,Joseph,37,M,PAYMENT,223.93,52,153.32 -27.93,-27.93,153.32,,,,,,,Australia,FALSE
218-8-2 3:57:8+:,authorized,1,32193232,Melissa,3,F,SALES-POS,128.76,36.7,149.83 -29.47,-29.47,149.83,Melbourne,VIC,144.96 -37.82,-37.82,144.96,132.86,Australia,TRUE
218-8-2 4::+:,posted,,227192619,Darren,2,M,PAYMENT,663.82,39,138.56 -35.27,-35.27,138.56,,,,,,,Australia,FALSE
