account,date,time_extraction,gender,age,txn_description,balance,amount,longitude,latitude
3689607373,8/3/2018,3:00 PM,F,20,INTER BANK,2024.14,181.00,115.79,-31.79
602667573,8/3/2018,4:00 PM,M,40,PAYMENT,388.20,41.00,151.23,-33.96
3827517394,8/3/2018,4:00 PM,M,28,PAYMENT,29824.51,43.00,151.12,-33.89
2650850707,8/3/2018,4:00 PM,M,42,PAYMENT,103466.38,193.00,148.16,-23.52
2153562714,8/3/2018,4:00 PM,F,24,PAYMENT,807.47,27.00,116,-31.88
3741880913,8/3/2018,5:00 PM,F,25,PAYMENT,4870.78,172.00,150.5,-23.4
1788473090,8/3/2018,6:00 PM,F,21,INTER BANK,2233.05,33.00,145.06,-37.95
3541460373,8/3/2018,6:00 PM,M,24,PAYMENT,2404.10,53.00,145,-37.83
1652235822,8/3/2018,6:00 PM,F,38,PAYMENT,18681.91,66.00,144.89,-37.81
3485804958,8/3/2018,7:00 PM,F,34,PAYMENT,16294.36,63.00,138.52,-35.01
3689607373,8/3/2018,7:00 PM,F,20,INTER BANK,1969.14,55.00,115.79,-31.79
2171593283,8/3/2018,7:00 PM,M,19,PAYMENT,4258.50,40.00,146.94,-36.04
1438600314,8/3/2018,7:00 PM,F,35,PAYMENT,1858.70,45.00,138.69,-34.84
37709441,8/3/2018,8:00 PM,M,18,PAYMENT,65.48,27.00,153.41,-28.01
3689607373,8/3/2018,9:00 PM,F,20,PAYMENT,1900.14,69.00,115.79,-31.79
721712940,8/3/2018,9:00 PM,M,78,PAYMENT,50488.26,38.00,145.09,-37.82
2171593283,8/3/2018,9:00 PM,M,19,PAYMENT,4208.50,50.00,146.94,-36.04
1903037542,8/3/2018,9:00 PM,M,30,PAYMENT,1390.48,23.00,153.05,-27.61
3541460373,8/3/2018,11:00 PM,M,24,PAYMENT,2363.10,41.00,145,-37.83
3481401842,8/4/2018,2:00 AM,F,25,PAYMENT,1412.70,26.00,115.74,-31.72
2673069055,8/4/2018,2:00 AM,M,24,PAYMENT,11150.76,128.00,152.99,-27.49
2828321672,8/4/2018,4:00 AM,F,53,PAYMENT,229.29,148.00,153.03,-27.51
964839203,8/4/2018,4:00 AM,M,21,PAYMENT,29416.62,28.00,146.92,-36.07
1652235822,8/4/2018,5:00 AM,F,38,PAYMENT,18615.01,45.00,144.89,-37.81
1650504218,8/4/2018,5:00 AM,F,23,PAYMENT,1914.08,43.00,145.01,-37.93
4281711154,8/4/2018,5:00 AM,M,42,PAYMENT,33160.10,37.00,144.98,-37.84
3941181087,8/4/2018,5:00 AM,M,25,PAYMENT,891.39,85.00,115.79,-31.94
3084464802,8/4/2018,6:00 AM,F,19,INTER BANK,747.87,76.00,145.15,-37.76
1199531521,8/4/2018,11:00 AM,M,52,INTER BANK,3712.10,83.00,116.02,-31.87
2615038700,8/4/2018,12:00 PM,F,43,PAYMENT,28568.11,560.00,145.35,-38.03
1998563091,8/4/2018,12:00 PM,M,42,PAYMENT,13173.65,45.00,149.03,-35.25
90814749,8/4/2018,1:00 PM,M,35,INTER BANK,5773.76,44.00,151.68,-32.98
37709441,8/4/2018,2:00 PM,M,18,INTER BANK,13.67,45.00,153.41,-28.01
1890605467,8/4/2018,3:00 PM,M,38,INTER BANK,5587.25,133.00,143.88,-37.66
2920611728,8/4/2018,4:00 PM,M,69,PAYMENT,1931.27,17.00,144.96,-37.76
2650850707,8/4/2018,4:00 PM,M,42,INTER BANK,103295.04,118.00,148.16,-23.52
2259139624,8/4/2018,5:00 PM,F,19,PAYMENT,731.34,112.00,144.66,-37.91
854938045,8/4/2018,5:00 PM,M,28,PAYMENT,6719.48,49.00,147.63,-22.84
958000567,8/4/2018,6:00 PM,F,34,PAYMENT,246.09,17.00,130.9,-12.37
4258502723,8/4/2018,8:00 PM,F,24,INTER BANK,461.18,28.00,145.45,-37.74
1344825761,8/4/2018,9:00 PM,F,46,PAYMENT,13457.19,28.00,151.09,-33.91
1799207998,8/4/2018,10:00 PM,F,20,PAYMENT,1360.36,30.00,150.68,-33.79
2014856841,8/4/2018,11:00 PM,M,46,PAYMENT,260299.02,43.00,144.99,-37.9
1349834573,8/5/2018,2:00 AM,M,39,PAYMENT,6615.79,167.00,145.17,-37.84
2107684084,8/5/2018,2:00 AM,M,22,PAYMENT,2452.96,25.00,145.03,-37.88
2231965366,8/5/2018,3:00 AM,F,35,PHONE BANK,1322.05,82.00,144.96,-37.84
1056639002,8/5/2018,3:00 AM,M,22,INTER BANK,42521.09,36.00,145.03,-37.91
4258502723,8/5/2018,4:00 AM,F,24,PAYMENT,423.18,38.00,145.45,-37.74
3485804958,8/5/2018,5:00 AM,F,34,PAYMENT,16192.21,31.00,138.52,-35.01
559365433,8/5/2018,5:00 AM,F,64,PAYMENT,705.66,30.00,147.31,-42.88
38923874,8/5/2018,5:00 AM,M,38,PAYMENT,30247.08,71.00,151.27,-33.9
847145727,8/5/2018,6:00 AM,M,19,INTER BANK,50336.08,123.00,115.9,-31.92
1523339231,8/5/2018,6:00 AM,M,40,INTER BANK,54619.82,39.00,115.83,-31.9
3771436525,8/5/2018,7:00 AM,M,20,PAYMENT,528.48,49.00,145.04,-37.92
2107684084,8/5/2018,8:00 AM,M,22,INTER BANK,2419.96,33.00,145.03,-37.88
2107684084,8/5/2018,9:00 AM,M,22,PAYMENT,2324.96,95.00,145.03,-37.88
1443681913,8/5/2018,9:00 AM,M,31,PAYMENT,369.41,123.00,150.92,-33.77
964839203,8/5/2018,10:00 AM,M,21,PAYMENT,29374.62,42.00,146.92,-36.07
847145727,8/5/2018,11:00 AM,M,19,PAYMENT,50227.08,109.00,115.9,-31.92
3827517394,8/5/2018,11:00 AM,M,28,PAYMENT,29742.05,28.00,151.12,-33.89
1496451953,8/5/2018,11:00 AM,M,43,INTER BANK,76.59,31.00,145.16,-37.84
2615038700,8/5/2018,11:00 AM,F,43,INTER BANK,28486.99,38.00,145.35,-38.03
854938045,8/5/2018,11:00 AM,M,28,PAYMENT,6643.87,34.00,147.63,-22.84
2249586092,8/5/2018,12:00 PM,M,19,PAYMENT,4063.28,37.00,115.98,-32.07
1199531521,8/5/2018,1:00 PM,M,52,PAYMENT,3467.14,129.00,116.02,-31.87
211792489,8/5/2018,5:00 PM,F,30,PAYMENT,2908.06,22.00,138.63,-34.93
2776252858,8/5/2018,6:00 PM,F,43,PAYMENT,800.22,124.00,144.95,-37.76
1650504218,8/5/2018,7:00 PM,F,23,PAYMENT,1896.08,18.00,145.01,-37.93
602667573,8/5/2018,10:00 PM,M,40,PAYMENT,363.20,25.00,151.23,-33.96
3827517394,8/5/2018,11:00 PM,M,28,PAYMENT,29662.05,80.00,151.12,-33.89
1523339231,8/6/2018,2:00 AM,M,40,PAYMENT,54418.71,183.00,115.83,-31.9
38923874,8/6/2018,2:00 AM,M,38,PAYMENT,30028.77,185.00,151.27,-33.9
1349834573,8/6/2018,3:00 AM,M,39,INTER BANK,6582.79,33.00,145.17,-37.84
3084464802,8/6/2018,3:00 AM,F,19,INTER BANK,723.87,24.00,145.15,-37.76
819621312,8/6/2018,4:00 AM,F,30,PAYMENT,1002.27,66.00,145.04,-37.85
2920611728,8/6/2018,4:00 AM,M,69,PAYMENT,1861.27,70.00,144.96,-37.76
602667573,8/6/2018,4:00 AM,M,40,PAYMENT,174.20,189.00,151.23,-33.96
2107684084,8/6/2018,5:00 AM,M,22,PAYMENT,2290.96,34.00,145.03,-37.88
1438600314,8/6/2018,6:00 AM,F,35,PAYMENT,1770.27,35.00,138.69,-34.84
3879258709,8/6/2018,8:00 AM,F,40,INTER BANK,186083.52,51.00,143.83,-37.66
2673069055,8/6/2018,9:00 AM,M,24,INTER BANK,11111.76,39.00,152.99,-27.49
3233697971,8/6/2018,11:00 AM,F,34,PAYMENT,1680.28,46.00,151.04,-33.77
847145727,8/6/2018,11:00 AM,M,19,PAYMENT,50141.87,37.00,115.9,-31.92
38923874,8/6/2018,11:00 AM,M,38,PAYMENT,29986.77,42.00,151.27,-33.9
588564840,8/6/2018,12:00 PM,M,23,PAYMENT,7766.58,101.00,151.27,-33.76
4065652575,8/6/2018,2:00 PM,M,21,PAYMENT,5795.11,40.00,115.81,-31.82
3827517394,8/6/2018,2:00 PM,M,28,PAYMENT,29642.05,20.00,151.12,-33.89
819621312,8/6/2018,3:00 PM,F,30,INTER BANK,947.27,55.00,145.04,-37.85
3481401842,8/6/2018,3:00 PM,F,25,PAYMENT,1177.95,160.00,115.74,-31.72
1650504218,8/6/2018,3:00 PM,F,23,PAYMENT,1874.08,22.00,145.01,-37.93
3084464802,8/6/2018,5:00 PM,F,19,PAYMENT,687.87,36.00,145.15,-37.76
3827517394,8/6/2018,5:00 PM,M,28,PAYMENT,29501.39,128.00,151.12,-33.89
4258502723,8/6/2018,5:00 PM,F,24,PAYMENT,1430.02,53.00,145.45,-37.74
2920611728,8/6/2018,8:00 PM,M,69,PAYMENT,1797.27,64.00,144.96,-37.76
2650850707,8/6/2018,8:00 PM,M,42,PAYMENT,106363.58,33.00,148.16,-23.52
38923874,8/6/2018,10:00 PM,M,38,PAYMENT,29835.33,134.00,151.27,-33.9
2249586092,8/6/2018,10:00 PM,M,19,PAYMENT,5022.83,31.00,115.98,-32.07
1217063613,8/6/2018,11:00 PM,F,27,INTER BANK,14.97,20.00,147.61,-37.82
2970114956,8/6/2018,11:00 PM,M,26,PAYMENT,6647.49,61.00,144.89,-37.69
1598451071,8/7/2018,2:00 AM,F,26,INTER BANK,425.37,20.00,153.41,-27.95
1903037542,8/7/2018,2:00 AM,M,30,PHONE BANK,1205.42,134.00,153.05,-27.61
2231965366,8/7/2018,3:00 AM,F,35,INTER BANK,1305.05,17.00,144.96,-37.84
240804743,8/7/2018,3:00 AM,M,29,PHONE BANK,4364.89,43.00,121.48,-30.75
1788473090,8/7/2018,4:00 AM,F,21,INTER BANK,2043.89,20.00,145.06,-37.95
3827517394,8/7/2018,4:00 AM,M,28,PAYMENT,29471.39,30.00,151.12,-33.89
1890605467,8/7/2018,5:00 AM,M,38,INTER BANK,5545.25,42.00,143.88,-37.66
958000567,8/7/2018,5:00 AM,F,34,PAYMENT,208.34,20.00,130.9,-12.37
354106658,8/7/2018,6:00 AM,F,39,PAYMENT,4194.53,21.00,151.04,-33.8
2270192619,8/7/2018,7:00 AM,M,20,PAYMENT,9598.69,39.00,138.56,-35.27
4274272854,8/7/2018,7:00 AM,M,20,PAYMENT,2487.50,34.00,145.23,-37.86
1598451071,8/7/2018,7:00 AM,F,26,PAYMENT,389.37,36.00,153.41,-27.95
2231965366,8/7/2018,8:00 AM,F,35,PAYMENT,1269.05,36.00,144.96,-37.84
3827517394,8/7/2018,9:00 AM,M,28,INTER BANK,29442.39,29.00,151.12,-33.89
1710017148,8/7/2018,9:00 AM,F,19,PAYMENT,5209.29,54.00,150.82,-34.01
1710017148,8/7/2018,9:00 AM,F,19,PAYMENT,5009.29,200.00,150.82,-34.01
2231965366,8/7/2018,11:00 AM,F,35,PAYMENT,1224.05,45.00,144.96,-37.84
3485804958,8/7/2018,2:00 PM,F,34,PAYMENT,16076.62,39.00,138.52,-35.01
3100725361,8/7/2018,2:00 PM,M,25,PAYMENT,1803.77,99.00,145.73,-17.03
1650504218,8/7/2018,2:00 PM,F,23,INTER BANK,1661.08,213.00,145.01,-37.93
2173390920,8/7/2018,2:00 PM,M,27,PAYMENT,1374.71,28.00,144.71,-37.58
3481401842,8/7/2018,3:00 PM,F,25,PAYMENT,1115.60,32.00,115.74,-31.72
3941181087,8/7/2018,4:00 PM,M,25,PAYMENT,845.39,46.00,115.79,-31.94
819621312,8/7/2018,5:00 PM,F,30,PAYMENT,793.27,154.00,145.04,-37.85
2901672282,8/7/2018,5:00 PM,M,22,INTER BANK,2053.81,1854.00,255,-573
1279356312,8/7/2018,5:00 PM,M,44,PAYMENT,952.55,27.00,144.79,-37.73
1243371644,8/7/2018,5:00 PM,M,42,INTER BANK,429.05,20.00,150.9,-33.78
1344825761,8/7/2018,6:00 PM,F,46,PAYMENT,13412.19,45.00,151.09,-33.91
38923874,8/7/2018,6:00 PM,M,38,INTER BANK,29806.33,29.00,151.27,-33.9
3879258709,8/7/2018,6:00 PM,F,40,PAYMENT,190270.56,29.00,143.83,-37.66
1199531521,8/7/2018,8:00 PM,M,52,PAYMENT,3428.32,20.00,116.02,-31.87
1349834573,8/7/2018,8:00 PM,M,39,PAYMENT,6548.79,34.00,145.17,-37.84
3326339947,8/7/2018,9:00 PM,M,22,PHONE BANK,2691.88,158.00,151.18,-33.8
964839203,8/7/2018,10:00 PM,M,21,PAYMENT,29239.62,135.00,146.92,-36.07
2901672282,8/7/2018,11:00 PM,M,22,PAYMENT,2013.81,40.00,255,-573
1279356312,8/8/2018,6:00 AM,M,44,PAYMENT,796.55,156.00,144.79,-37.73
602667573,8/8/2018,6:00 AM,M,40,INTER BANK,2433.56,21.00,151.23,-33.96
2171593283,8/8/2018,6:00 AM,M,19,PAYMENT,4093.92,27.00,146.94,-36.04
2776252858,8/8/2018,6:00 AM,F,43,PAYMENT,102.44,29.00,144.95,-37.76
588564840,8/8/2018,7:00 AM,M,23,INTER BANK,7217.68,25.00,151.27,-33.76
1496451953,8/8/2018,7:00 AM,M,43,INTER BANK,2625.60,39.00,145.16,-37.84
1890605467,8/8/2018,8:00 AM,M,38,PAYMENT,5362.25,183.00,143.88,-37.66
2014856841,8/8/2018,8:00 AM,M,46,INTER BANK,258263.94,22.00,144.99,-37.9
4163822186,8/8/2018,8:00 AM,F,26,PAYMENT,3852.05,55.00,149.03,-34.97
3954677887,8/8/2018,8:00 AM,F,47,PAYMENT,1231.91,58.00,115.72,-32.28
354106658,8/8/2018,9:00 AM,F,39,INTER BANK,4169.53,25.00,151.04,-33.8
1443681913,8/8/2018,9:00 AM,M,31,PAYMENT,1200.10,36.00,150.92,-33.77
958000567,8/8/2018,9:00 AM,F,34,PAYMENT,3591.95,134.00,130.9,-12.37
1037050564,8/8/2018,10:00 AM,F,40,PAYMENT,1729.39,32.00,153.1,-27.66
1799207998,8/8/2018,10:00 AM,F,20,INTER BANK,1181.92,39.00,150.68,-33.79
2107684084,8/8/2018,10:00 AM,M,22,PAYMENT,2256.96,34.00,145.03,-37.88
2173390920,8/8/2018,10:00 AM,M,27,PAYMENT,1345.71,29.00,144.71,-37.58
966140392,8/8/2018,10:00 AM,M,21,PAYMENT,3091.59,30.00,147.08,-37.97
958000567,8/8/2018,11:00 AM,F,34,PAYMENT,3203.95,388.00,130.9,-12.37
2901672282,8/8/2018,12:00 PM,M,22,PAYMENT,1907.81,106.00,255,-573
4163822186,8/8/2018,12:00 PM,F,26,PAYMENT,3806.05,46.00,149.03,-34.97
182446574,8/8/2018,12:00 PM,F,27,INTER BANK,2515.58,57.00,116.06,-32
4258502723,8/8/2018,12:00 PM,F,24,PAYMENT,1355.02,75.00,145.45,-37.74
3100725361,8/8/2018,1:00 PM,M,25,INTER BANK,1716.73,26.00,145.73,-17.03
240804743,8/8/2018,2:00 PM,M,29,PAYMENT,4308.89,56.00,121.48,-30.75
2305712452,8/8/2018,3:00 PM,F,18,PAYMENT,756.70,36.00,138.61,-34.89
38923874,8/8/2018,3:00 PM,M,38,PAYMENT,29771.33,35.00,151.27,-33.9
4065652575,8/8/2018,4:00 PM,M,21,PAYMENT,5740.11,55.00,115.81,-31.82
1799207998,8/8/2018,4:00 PM,F,20,PAYMENT,1146.92,35.00,150.68,-33.79
2901672282,8/8/2018,5:00 PM,M,22,PAYMENT,1874.81,33.00,255,-573
4163822186,8/8/2018,5:00 PM,F,26,PAYMENT,3756.05,50.00,149.03,-34.97
3827517394,8/8/2018,5:00 PM,M,28,PAYMENT,29284.39,158.00,151.12,-33.89
2153562714,8/8/2018,6:00 PM,F,24,PAYMENT,675.97,46.00,116,-31.88
1349834573,8/8/2018,7:00 PM,M,39,PAYMENT,6500.79,48.00,145.17,-37.84
2171593283,8/8/2018,8:00 PM,M,19,PAYMENT,6674.71,17.00,146.94,-36.04
1650504218,8/8/2018,8:00 PM,F,23,PAYMENT,3254.56,33.00,145.01,-37.93
182446574,8/8/2018,8:00 PM,F,27,INTER BANK,2449.97,33.00,116.06,-32
4281711154,8/8/2018,8:00 PM,M,42,PHONE BANK,34829.92,36.00,144.98,-37.84
3326339947,8/8/2018,8:00 PM,M,22,PAYMENT,3563.94,73.00,151.18,-33.8
3536132544,8/8/2018,9:00 PM,F,41,INTER BANK,1196.13,43.00,144.93,-37.79
2173390920,8/8/2018,9:00 PM,M,27,PHONE BANK,1278.71,67.00,144.71,-37.58
1710017148,8/8/2018,10:00 PM,F,19,PAYMENT,4507.66,33.00,150.82,-34.01
1973887809,8/8/2018,11:00 PM,M,26,PAYMENT,1448.59,29.00,115.78,-31.9
1349834573,8/8/2018,11:00 PM,M,39,PAYMENT,6447.27,32.00,145.17,-37.84
240804743,8/8/2018,11:00 PM,M,29,PAYMENT,4253.74,39.00,121.48,-30.75
1496451953,8/9/2018,2:00 AM,M,43,INTER BANK,2609.60,16.00,145.16,-37.84
1998563091,8/9/2018,2:00 AM,M,42,INTER BANK,12969.15,159.00,149.03,-35.25
1243371644,8/9/2018,2:00 AM,M,42,PAYMENT,303.12,91.00,150.9,-33.78
1523339231,8/9/2018,3:00 AM,M,40,PAYMENT,54371.71,47.00,115.83,-31.9
2528867619,8/9/2018,3:00 AM,F,40,INTER BANK,1754.26,76.00,138.58,-34.96
2890243754,8/9/2018,3:00 AM,M,37,PAYMENT,869.05,52.00,153.32,-27.93
2270192619,8/9/2018,4:00 AM,M,20,PAYMENT,9522.21,39.00,138.56,-35.27
